id,nombre,nombre_kanji,role,anime_id,imagen_url,fecha_extraccion,popularidad,ranking,votos,categorias
4775,Sarutobi Asuma,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/82538.jpg?s=5196f696350f23474767acdf6efc6b8f,2025-03-30 21:11:15,92,38,9675,Sin categoría
4799,Akamaru,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/6/58197.jpg?s=72fb82b5f99c06ba07d67f7e0c845aec,2025-03-30 21:11:15,54,404,199,Sin categoría
5737,Isaribi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/62784.jpg?s=140636f2e1b1900b23b503bfc3a72627,2025-03-30 21:11:15,44,253,1870,Sin categoría
6598,Rokushou Aoi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/5/57902.jpg?s=7f98276b2da7d5d6bf43aa6eb5175a82,2025-03-30 21:11:15,97,345,8358,Sin categoría
7310,Matsuri,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/6/57963.jpg?s=c8baf4f131a55b3a668382efff780e04,2025-03-30 21:11:15,7,300,1373,Sin categoría
7407,Kurama,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/5/232183.jpg?s=4ab26e80928ae4a0a667ea3f21f72492,2025-03-30 21:11:15,66,455,3011,Sin categoría
7571,Sarutobi Hiruzen,,SUPPORTING,9799565,https://cdn.myanimelist.net/images/characters/2/68520.jpg?s=7d6e5e92c4a665933686d4ece2cbdbe1,2025-03-30 21:11:15,44,304,7101,Sin categoría
7608,Katsuyu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/11/103624.jpg?s=6eb7e5dd0cc10240d5bd21f031727df6,2025-03-30 21:11:15,84,75,7388,Sin categoría
7738,Gekkou Hayate,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/10/104665.jpg?s=07831eec08dd78aadb983fbd90a0aaf3,2025-03-30 21:11:15,28,201,1661,Sin categoría
8495,Jiroubou,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/15/103579.jpg?s=bca26508367efa8f841f1a1b2aa6a6ea,2025-03-30 21:11:15,48,88,5171,Sin categoría
8497,Kidoumaru,,SUPPORTING,9720413,https://cdn.myanimelist.net/images/characters/4/103588.jpg?s=7824034e576090bc3629b0a15199374e,2025-03-30 21:11:15,83,213,9490,Sin categoría
8760,Sakon,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/15/105422.jpg?s=b0a8ccc9170d441273e13aab667e7423,2025-03-30 21:11:15,16,290,1284,Sin categoría
8771,Kurosuki Raiga,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/2/55519.jpg?s=4fa1eb310b181be1ec87beda4678672b,2025-03-30 21:11:15,48,489,2974,Sin categoría
8810,Menma,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/5/57869.jpg?s=c9a65ff03d74f84b678c3393e76140da,2025-03-30 21:11:15,91,230,3243,Sin categoría
8997,Abumi Zaku,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/3/36355.jpg?s=326e8671faaacb5fe6ce13fb931915a3,2025-03-30 21:11:15,49,206,3444,Sin categoría
9244,Kinuta Dosu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/36354.jpg?s=0332b5441c2938506646832a2075fc32,2025-03-30 21:11:15,95,100,7927,Sin categoría
9680,Tsuchi Kin,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/7/66504.jpg?s=80e3346c8143cf804b3522dba532c13b,2025-03-30 21:11:15,81,415,5724,Sin categoría
9699,Akado Yoroi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/104668.jpg?s=13e483e534221000f378d246d704204e,2025-03-30 21:11:15,36,411,2398,Sin categoría
10013,Uchiha Sasuke,,MAIN,20,https://cdn.myanimelist.net/images/characters/9/131317.jpg?s=9705c17dba36c2edebded3a72dc1a46e,2025-03-30 15:23:40,78,253,5271,Sin categoría
10014,Uchiha Itachi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/284122.jpg?s=11eac9672b208175831a0da62f188622,2025-03-30 15:23:40,65,391,9533,Sin categoría
10145,Haruno Sakura,,MAIN,20,https://cdn.myanimelist.net/images/characters/9/69275.jpg?s=36c4ad9f4440d77918c34c49870e719c,2025-03-30 21:11:15,18,49,3444,Sin categoría
10524,Seimei,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/58450.jpg?s=ecf8baf8354ed6d885917d29476e06e9,2025-03-30 21:11:15,56,382,3663,Sin categoría
10697,Aburame Shibi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/15/103841.jpg?s=c555bc6a75c48a6ab191b9dc75b46805,2025-03-30 21:11:15,81,274,5187,Sin categoría
10698,Akahoshi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/7/57543.jpg?s=38e0bf9f45bf7e46bb18bb4b38cb6ae9,1/9/2022,37,129,5664,Sin categoría
10699,Akimichi Chouza,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/103839.jpg?s=9bbeca695c99940d76131a1f9c78611b,6/12/2020,43,63,6291,Sin categoría
10700,Akio,,DESCONOCIDO,20,https://cdn.myanimelist.net/images/characters/13/62769.jpg?s=486192f83af54566dc4ec46ba4e3d78f,2025-03-30 21:11:15,98,204,1003,Sin categoría
10728,Momochi Zabuza,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/103706.jpg?s=4550a5e0c0af5a9f355a000386954d38,2025-03-30 21:11:15,81,179,8395,Sin categoría
10791,Ebisu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/7/104660.jpg?s=ded9ad1ef8ed616f3cfba2974f822f7f,2025-03-30 21:11:15,24,342,3908,Sin categoría
11813,Shukaku,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/62812.jpg?s=c16d67dab7ccd31a6b0c639a504fc2b6,2025-03-30 21:11:15,45,78,6210,Sin categoría
12405,Yakushi Kabuto,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/82459.jpg?s=81d3435c2ca60c6acbea9da7bc7ba6c4,2025-03-30 21:11:15,93,370,2017,Sin categoría
12464,Senju Hashirama,,SUPPORTING,9085230,https://cdn.myanimelist.net/images/characters/10/34809.jpg?s=9a7605792e5daa2cd71b4f4695017b21,2025-03-30 21:11:15,68,264,8798,Sin categoría
12465,Senju Tobirama,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/2/293367.jpg?s=368e32b777d1652b75597ceb0808fd05,2025-03-30 21:11:15,39,474,4955,Sin categoría
12563,Hyuuga Hanabi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/292518.jpg?s=c860f8ad1834beb701c7da96b5bcc699,2025-03-30 21:11:15,63,173,6384,Sin categoría
12766,Pakkun,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/54922.jpg?s=d5ad8c7e353fd173d020ef72fbadd3f3,2025-03-30 15:23:40,35,152,6674,Sin categoría
13017,Yashamaru,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/103943.jpg?s=6d629e23e1ee454ea6ac6d780629d450,2025-03-30 21:11:15,32,73,9301,Sin categoría
13454,Kazamatsuri Moegi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/110944.jpg?s=5f8e5adbf660bbf2b12cf7f18589b8e9,2025-03-30 21:11:15,17,346,6420,Sin categoría
14032,Kamizuki Izumo,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/104663.jpg?s=2ae515dad36ebe3e30c9f36155fb5e56,2025-03-30 21:11:15,51,105,5687,Sin categoría
15039,Hyuuga Hiashi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/11/103836.jpg?s=ee29dfbb0ceaba845e7baf1d2973405a,2025-03-30 21:11:15,98,363,5532,Sin categoría
15045,Uzuki Yugao,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/15/232233.jpg?s=c9e3a2d3deea5b8ca06b92593410bc71,2025-03-30 21:11:15,26,11,2462,Sin categoría
15072,Yamanaka Inoichi,,DESCONOCIDO,20,https://cdn.myanimelist.net/images/characters/10/103837.jpg?s=b2e6470593966071b495ca22130eeb0f,2025-03-30 21:11:15,53,418,5609,Sin categoría
15073,Inuzuka Hana,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/15/166499.jpg?s=d444af94f64ccedaf8bace8f103cf3b4,2025-03-30 21:11:15,63,471,3609,Sin categoría
15074,Inuzuka Tsume,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/103831.jpg?s=2a8ca532d72a28e03103f3ca4da854ed,2025-03-30 21:11:15,67,344,4289,Sin categoría
15077,Tsunami,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/58401.jpg?s=507d1849662bf29561659f2b42f801bc,2025-03-30 21:11:15,75,456,5391,Sin categoría
15081,Baki,,SUPPORTING,9090684,https://cdn.myanimelist.net/images/characters/3/103833.jpg?s=55731fecf3505c870eb10480c5a08587,2025-03-30 21:11:15,82,438,5136,Sin categoría
15145,Yotaka,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/5/62787.jpg?s=d65d7be6fc27234bcc5bacd16739c37f,2025-03-30 21:11:15,43,62,4049,Sin categoría
15176,Fuuma Kamikiri,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/63709.jpg?s=86ed81ec920366d296d2533364e1eb24,2025-03-30 21:11:15,41,179,5784,Sin categoría
15177,Fuuma Sasame,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/10/57172.jpg?s=69bcddb9ca21b6bfb797f0b768c73855,2025-03-30 21:11:15,15,458,9360,Sin categoría
15178,Haruna,,SUPPORTING,0,https://cdn.myanimelist.net/images/characters/13/66168.jpg?s=e4ae19d946f19990794862b7aaee7c8c,2025-03-30 21:11:15,27,313,7138,Sin categoría
15179,Shigure,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/110943.jpg?s=b2b4dcb556d05b65798e27f65091e8b7,2025-03-30 21:11:15,11,382,8102,Sin categoría
15757,Enma,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/2/158745.jpg?s=273fc4a8efd0a327b4694531e85ee9e0,2025-03-30 21:11:15,30,152,3341,Sin categoría
15759,Mizura,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/62804.jpg?s=0dad57fdb56dd9d64ca62b9793a0c40b,2025-03-30 21:11:15,39,481,5390,Sin categoría
16164,Gouzu,,DESCONOCIDO,20,https://cdn.myanimelist.net/images/characters/16/74497.jpg?s=874a6ed56b94d55c6325fbd6d2187566,2025-03-30 21:11:15,44,88,7820,Sin categoría
16165,Meizu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/74494.jpg?s=267f649946d4c04800efb715f1433204,2025-03-30 21:11:15,99,251,3650,Sin categoría
16304,Hagane Kotetsu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/4/104662.jpg?s=c689d1dd76d9921dd6598fd4e9658232,2025-03-30 21:11:15,62,105,6382,Sin categoría
16321,Toki,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/57642.jpg?s=9e96af8d4cfee54f67801e8222a284ac,2025-03-30 21:11:15,20,454,1586,Sin categoría
16952,Gamatatsu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/62776.jpg?s=b739ffebbce00c375e4788c5215c974e,2025-03-30 21:11:15,68,437,4539,Sin categoría
16973,Uchiha Fugaku,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/103948.jpg?s=1bd273d4b4fcc2373f19d2d9ac299f3d,2025-03-30 21:11:15,23,485,9494,Sin categoría
16974,Mubi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/58258.jpg?s=aa127e0bc2a822dd86e849f15f0febac,2025-03-30 21:11:15,22,86,8154,Sin categoría
16975,Houki,,SUPPORTING,0,https://cdn.myanimelist.net/images/characters/13/66171.jpg?s=cad84e6a8103d2c12dfcd83dfdcf90d9,2025-03-30 21:11:15,92,449,5484,Sin categoría
16976,Wasabi Jirouchou,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/56420.jpg?s=081620f38eb1fc3393ddfa018ee5297b,2025-03-30 21:11:15,4,283,8837,Sin categoría
16999,Gamakichi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/54034.jpg?s=a1d0d1302e022358635f63c07e8429ce,2025-03-30 21:11:15,24,337,2564,"Acción, Sci-Fi, Aventura"
17165,Chishima,,SUPPORTING,9171485,https://cdn.myanimelist.net/images/characters/9/63540.jpg?s=e4e114ada252289d19750b4a877f193a,2025-03-30 21:11:15,44,378,9461,Sin categoría
17197,Tazuna,,SUPPORTING,0,https://cdn.myanimelist.net/images/characters/15/53360.jpg?s=cf1c21af6209f5bb9d82f5c4892a83dc,2025-03-30 21:11:15,24,131,5025,Sin categoría
17199,Genno,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/62778.jpg?s=cad1bb4c3124a3a6c30a352c25c04d46,2025-03-30 21:11:15,28,100,8252,Sin categoría
17200,Todoroki,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/3/66166.jpg?s=1f7c3572dc2bf62797a7f73c784540c0,2025-03-30 21:11:15,10,154,104,Sin categoría
17298,Namiashi Raidou,,SUPPORTING,20,https://placeholder.com/no_image.jpg,2025-03-30 21:11:15,54,88,1467,Sin categoría
17302,Karashi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/57107.jpg?s=9ca59a409730ca411b5984cf61a1a14a,2025-03-30 21:11:15,27,336,4119,Sin categoría
17305,Ryuugan,,SUPPORTING,0,https://cdn.myanimelist.net/images/characters/3/57108.jpg?s=5df542deeb2f65c79c0d08fab063a160,2025-03-30 21:11:15,12,30,429,Sin categoría
17307,Hikyakuya Fukusuke,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/66517.jpg?s=23c232aa2473e337f6e06fce77b7864d,2025-03-30 21:11:15,50,285,9842,Sin categoría
17310,Ayame,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/11/130515.jpg?s=e47667162694ef2dd32847cebb0b2a21,2025-03-30 21:11:15,86,466,3317,Sin categoría
17312,Teuchi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/62801.jpg?s=f109b4042f55fcf076099cea211591b6,2025-03-30 21:11:15,21,487,4616,Sin categoría
17313,Fuuma Jigumo,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/3/66518.jpg?s=3980711fbffae5453c8f160669e6d75c,2025-03-30 21:11:15,75,368,1455,Sin categoría
17316,Fuuma Arashi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/57469.jpg?s=d251c959af0cf7d1fc32fc4bee1b4991,2025-03-30 21:11:15,57,337,7142,Sin categoría
17414,Ranmaru,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/11/55003.jpg?s=11866279222acc75ada8b0353e6af433,2025-03-30 21:11:15,81,110,632,Sin categoría
17424,Hokushin,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/62767.jpg?s=9b159f9cb1bb8ce2a77c7ae0e2c70121,2025-03-30 21:11:15,26,40,4336,Sin categoría
17425,Renga,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/58241.jpg?s=4159a4350a59e3302a1c8ce8b0ad71d3,2025-03-30 21:11:15,64,461,5470,Sin categoría
17535,Genzou,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/4/66172.jpg?s=de0e8bb08032f5ae069af04079e83290,7/7/2021,95,97,5049,Sin categoría
17536,Gatsu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/63539.jpg?s=5324125b99b03945056d526e905e890e,2025-03-30 21:11:15,17,413,9196,Sin categoría
17537,Dengaku,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/537908.jpg?s=81ab248e1dceab2044da30c352ee30d5,2025-03-30 21:11:15,2,470,3149,Sin categoría
17538,Akado Manabu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/2/86790.jpg?s=5a399336b508b53c53287ec017086beb,2025-03-30 21:11:15,53,355,9355,Sin categoría
17539,Hokuto,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/63538.jpg?s=9bff001f1cf55c3d0740a90d1a0c89fb,2025-03-30 21:11:15,54,229,9855,Sin categoría
17540,Mondai,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/4/555901.jpg?s=b4219edd949f8ba718f8760ef956656a,2025-03-30 21:11:15,4,43,403,Sin categoría
17541,Nagare,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/15/66488.jpg?s=b6e5d3c20c2b2064cf56f12af493235d,2025-03-30 21:11:15,25,375,7030,Sin categoría
17542,Nanafushi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/7/63537.jpg?s=1c71abf02b0903c1c6edfd9b54e950eb,2025-03-30 21:11:15,58,198,2906,"Aventura, Romance, Fantasía"
17543,Nan,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/140157.jpg?s=a030a9602a156caf683ada7d8976558c,2025-03-30 21:11:15,12,81,7647,Sin categoría
17544,Kazabune,,SUPPORTING,0,https://cdn.myanimelist.net/images/characters/13/66158.jpg?s=2c5dcdd973fce04c63d518e596e4efda,2025-03-30 21:11:15,58,319,5777,Sin categoría
17545,Kurama Yakumo,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/2/556776.jpg?s=bbfa9397cb249318cac80a9a1a514c32,2025-03-30 21:11:15,69,180,3007,Sin categoría
17546,Sazanami,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/63536.jpg?s=eb62fc3e11df23d866b1a78b4d797ad1,2025-03-30 21:11:15,63,40,8023,Sin categoría
17547,Senta,,SUPPORTING,9033658,https://cdn.myanimelist.net/images/characters/13/57857.jpg?s=2aef0f9731d2f2ca93c0ff5ad295c4b3,2025-03-30 21:11:15,72,38,8515,Sin categoría
17548,Shinemon,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/66159.jpg?s=dfc24aa973c4d2c1615f2052584b14ff,2025-03-30 21:11:15,73,330,2077,Sin categoría
17549,Yajirobee,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/6/86778.jpg?s=3d56da37f8699b46e82784699479e873,2025-03-30 21:11:15,26,358,3945,Sin categoría
17551,Tanzou,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/66173.jpg?s=06542938caae29fda9b7fb04184a60a3,9/3/2020,43,435,833,Sin categoría
17552,Waraji,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/66174.jpg?s=91d2ed7c480213b896aa1f762ca59078,2025-03-30 21:11:15,90,462,1233,Sin categoría
17553,Yamashiro Aoba,,SUPPORTING,0,https://cdn.myanimelist.net/images/characters/10/158739.jpg?s=3b4ee6aa8529967c6768e6baf08f97b6,2025-03-30 21:11:15,70,340,746,Sin categoría
17557,Kamizuru Jibachi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/63378.jpg?s=4256a664cc6e92995286bb3ad93a09b9,2025-03-30 21:11:15,82,367,9129,Sin categoría
17619,Oboro,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/3/62795.jpg?s=8273560ec7513d3e0f6284f8dc7dd2c3,2025-03-30 21:11:15,39,212,7122,Sin categoría
